codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,total_recomendacoes,ocorrencia_dia_hora,regiao
51763,51763,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,0,2014-07-09 08:51:00,NORTEDESTE
51671,51671,ACIDENTE,MONTENEGRO,RS,SSNG,1,2014-07-10 15:00:00,SUL
51761,51761,INCIDENTE,ALTO ALEGRE,RR,SWUQ,0,2014-07-10 14:15:00,NORTE
51762,51762,INCIDENTE,SÃO LUÍS,MA,SBSL,0,2014-07-10 16:33:00,NORTEDESTE
51676,51676,INCIDENTE GRAVE,MARANGUAPE,CE,NA,0,2014-07-11 13:00:00,NORTEDESTE
51760,51760,INCIDENTE,RIO DE JANEIRO,RJ,SDRE,0,2014-07-11 21:50:00,SUDESTE
51720,51720,ACIDENTE,BARREIRINHAS,MA,SSRS,0,2014-07-12 20:00:00,NORTEDESTE
51755,51755,INCIDENTE GRAVE,SANTA MÔNICA,PR,NA,0,2014-07-12 13:30:00,SUL
51759,51759,INCIDENTE,ANGRA DOS REIS,RJ,SDAG,0,2014-07-14 19:25:00,SUDESTE
51716,51716,ACIDENTE,NOVO AIRÃO,AM,NA,0,2014-07-16 15:15:00,NORTE
51735,51735,INCIDENTE,GOIÂNIA,GO,SBGO,0,2014-07-16 19:58:00,CENTRO
52298,52298,INCIDENTE,GUARULHOS,SP,NA,0,2014-07-16 15:20:00,SUDESTE
51732,51732,INCIDENTE,MARABÁ,PA,SBMA,0,2014-07-18 20:34:00,NORTE
51741,51741,INCIDENTE,CONFINS,MG,NA,0,2014-07-19 14:30:00,SUDESTE
51752,51752,ACIDENTE,BEBEDOURO,SP,SDBB,0,2014-07-19 18:10:00,SUDESTE
51733,51733,INCIDENTE,LONDRINA,PR,SBLO,0,2014-07-20 11:20:00,SUL
52539,52539,INCIDENTE,RIO CLARO,SP,NA,0,2014-07-20 19:30:00,SUDESTE
51758,51758,INCIDENTE,CAMPINAS,SP,SBKP,0,2014-07-22 19:35:00,SUDESTE
51740,51740,INCIDENTE,LAURO DE FREITAS,BA,SBSV,0,2014-07-23 19:48:00,NORTEDESTE
52283,52283,ACIDENTE,BARREIRAS,BA,NA,0,2014-07-24 13:30:00,NORTEDESTE
52300,52300,INCIDENTE,CURITIBA,PR,NA,0,2014-07-24 13:16:00,SUL
51751,51751,ACIDENTE,NOVO PROGRESSO,PA,NA,0,2014-07-25 11:53:00,NORTE
52301,52301,INCIDENTE,CONFINS,MG,SBCF,0,2014-07-25 21:40:00,SUDESTE
51991,51991,ACIDENTE,FOZ DO IGUAÇU,PR,NA,0,2014-07-28 17:30:00,SUL
52302,52302,INCIDENTE,CAMPINAS,SP,SBKP,0,2014-08-01 01:01:00,SUDESTE
52303,52303,INCIDENTE,MANAUS,AM,NA,0,2014-08-01 14:48:00,NORTE
78819,78819,INCIDENTE GRAVE,CAMPO GRANDE,MS,SSIE,0,2014-08-01 21:05:00,CENTRO
52571,52571,INCIDENTE,GRAVATÁ,PE,NA,0,2014-08-02 13:30:00,NORTEDESTE
52262,52262,ACIDENTE,BALSAS,MA,NA,0,2014-08-03 09:10:00,NORTEDESTE
52304,52304,INCIDENTE,RIO CLARO,SP,SDED,0,2014-08-04 19:00:00,SUDESTE
52263,52263,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,0,2014-08-05 18:30:00,SUDESTE
52305,52305,INCIDENTE,ILHÉUS,BA,SBIL,0,2014-08-05 19:45:00,NORTEDESTE
52306,52306,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2014-08-06 19:00:00,SUDESTE
52307,52307,INCIDENTE,GUARULHOS,SP,SBGR,0,2014-08-08 15:53:00,SUDESTE
52264,52264,ACIDENTE,CAMPINAS,SP,SDAM,0,2014-08-11 20:52:00,SUDESTE
52286,52286,INCIDENTE GRAVE,CURITIBA,PR,SBBI,0,2014-08-11 11:15:00,SUL
52308,52308,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2014-08-11 16:37:00,SUDESTE
52309,52309,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2014-08-11 19:49:00,SUDESTE
52265,52265,ACIDENTE,SANTOS,SP,NA,13,2014-08-13 13:03:00,SUDESTE
52310,52310,INCIDENTE,BRASÍLIA,DF,SBBR,0,2014-08-13 10:45:00,CENTRO
52287,52287,INCIDENTE GRAVE,COARI,AM,NA,0,2014-08-16 11:57:00,NORTE
52288,52288,INCIDENTE GRAVE,SÃO JOÃO DA BOA VISTA,SP,NA,0,2014-08-16 19:08:00,SUDESTE
52311,52311,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,0,2014-08-16 15:23:00,SUL
52289,52289,INCIDENTE GRAVE,BRASÍLIA,DF,NA,0,2014-08-17 15:05:00,CENTRO
52290,52290,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,0,2014-08-19 17:00:00,NORTE
52291,52291,INCIDENTE GRAVE,BELÉM,PA,SBBE,0,2014-08-19 08:45:00,NORTE
52292,52292,INCIDENTE GRAVE,RIO CLARO,SP,SDRK,0,2014-08-20 16:50:00,SUDESTE
52293,52293,INCIDENTE GRAVE,UIRAMUTÃ,RR,SWPD,0,2014-08-20 18:57:00,NORTE
52312,52312,INCIDENTE,BELO HORIZONTE,MG,SBPR,0,2014-08-20 14:02:00,SUDESTE
52284,52284,ACIDENTE,ANGRA DOS REIS,RJ,SDAG,0,2014-08-22 14:30:00,SUDESTE
52271,52271,ACIDENTE,GOIANIRA,GO,NA,1,2014-08-23 13:30:00,CENTRO
52273,52273,ACIDENTE,FORTALEZA,CE,SNFE,0,2014-08-23 17:34:00,NORTEDESTE
52285,52285,INCIDENTE GRAVE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,0,2014-08-23 15:40:00,SUDESTE
52313,52313,INCIDENTE,BELÉM,PA,SBBE,0,2014-08-23 12:15:00,NORTE
53113,53113,INCIDENTE GRAVE,CAMPO GRANDE,MS,NA,0,2014-08-23 02:43:00,CENTRO
52314,52314,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2014-08-24 17:55:00,SUDESTE
52315,52315,INCIDENTE,NAZARÉ PAULISTA,SP,NA,0,2014-08-24 19:00:00,SUDESTE
52296,52296,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2014-08-25 16:10:00,SUDESTE
52316,52316,INCIDENTE,CAMPINA GRANDE,PB,SBKG,0,2014-08-25 10:24:00,NORTEDESTE
52317,52317,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,0,2014-08-25 12:15:00,SUDESTE
52274,52274,ACIDENTE,PIRAJUÍ,SP,NA,2,2014-08-27 09:50:00,SUDESTE
52811,52811,ACIDENTE,CAJAMAR,SP,NA,0,2014-08-27 15:10:00,SUDESTE
52275,52275,ACIDENTE,MUCAJAÍ,RR,NA,0,2014-08-28 14:40:00,NORTE
52318,52318,INCIDENTE,CAMPINAS,SP,SBKP,0,2014-08-28 12:10:00,SUDESTE
52331,52331,INCIDENTE,GOIÂNIA,GO,SBGO,0,2014-08-29 13:36:00,CENTRO
52276,52276,ACIDENTE,CUMARU DO NORTE,PA,NA,0,2014-08-30 13:10:00,NORTE
52277,52277,ACIDENTE,CURITIBA,PR,SBBI,0,2014-08-30 16:24:00,SUL
52332,52332,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2014-08-30 12:07:00,SUL
52278,52278,ACIDENTE,CANDÓI,PR,NA,0,2014-08-31 19:50:00,SUL
52343,52343,INCIDENTE,LONDRINA,PR,SBLO,0,2014-08-31 18:00:00,SUL
52631,52631,ACIDENTE,MARINGÁ,PR,SBMG,0,2014-08-31 14:15:00,SUL
52295,52295,INCIDENTE GRAVE,MANAUS,AM,SBEG,1,2014-09-01 12:57:00,NORTE
52333,52333,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2014-09-01 09:25:00,SUDESTE
52334,52334,INCIDENTE,CUIABÁ,MT,NA,0,2014-09-01 20:30:00,CENTRO
52335,52335,INCIDENTE,MACEIÓ,AL,SBMO,0,2014-09-02 19:35:00,NORTEDESTE
52674,52674,ACIDENTE,PIRACURUCA,PI,NA,0,2014-09-02 19:00:00,NORTEDESTE
52297,52297,INCIDENTE,RONDONÓPOLIS,MT,SWRD,0,2014-09-04 19:55:00,CENTRO
52336,52336,INCIDENTE,EIRUNEPÉ,AM,SWEI,0,2014-09-04 13:20:00,NORTE
52279,52279,ACIDENTE,TANGARÁ DA SERRA,MT,SDVI,3,2014-09-07 16:00:00,CENTRO
52572,52572,INCIDENTE,FORTALEZA,CE,SBFZ,0,2014-09-08 11:45:00,NORTEDESTE
52280,52280,ACIDENTE,LENÇÓIS,BA,NA,0,2014-09-10 16:05:00,NORTEDESTE
52591,52591,INCIDENTE,CAMPINAS,SP,SDAM,0,2014-09-10 20:50:00,SUDESTE
52337,52337,INCIDENTE,SÃO PAULO,SP,SBSP,0,2014-09-11 21:30:00,SUDESTE
52592,52592,INCIDENTE,PARAUAPEBAS,PA,SBCJ,0,2014-09-11 21:30:00,NORTE
52281,52281,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,0,2014-09-12 19:41:00,SUDESTE
52231,52231,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,0,2014-09-13 21:14:00,CENTRO
52338,52338,INCIDENTE,BRASÍLIA,DF,SBBR,0,2014-09-13 18:30:00,CENTRO
52282,52282,ACIDENTE,BOA VISTA DO TUPIM,BA,NA,0,2014-09-15 18:15:00,NORTEDESTE
52594,52594,INCIDENTE,SÃO PAULO,SP,SBMT,0,2014-09-15 17:15:00,SUDESTE
52595,52595,INCIDENTE,MARABÁ,PA,SBMA,0,2014-09-15 15:30:00,NORTE
52551,52551,INCIDENTE GRAVE,BELÉM,PA,SBJC,0,2014-09-16 12:00:00,NORTE
52344,52344,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2014-09-17 18:23:00,SUDESTE
52345,52345,INCIDENTE,SANTA CRUZ DO SUL,RS,SSSC,0,2014-09-17 15:45:00,SUL
52597,52597,INCIDENTE,UBERLÂNDIA,MG,NA,0,2014-09-17 15:10:00,SUDESTE
52598,52598,INCIDENTE,MARABÁ,PA,SBMA,0,2014-09-17 19:20:00,NORTE
52599,52599,INCIDENTE,GOIÂNIA,GO,NA,0,2014-09-18 14:15:00,CENTRO
52600,52600,INCIDENTE,LONDRINA,PR,SBLO,0,2014-09-18 23:07:00,SUL
52531,52531,ACIDENTE,FORMOSA,GO,SWFR,0,2014-09-19 16:30:00,CENTRO
52340,52340,ACIDENTE,FAMA,MG,NA,1,2014-09-20 15:00:00,SUDESTE
52346,52346,INCIDENTE,SALVADOR,BA,SBSV,0,2014-09-20 16:20:00,NORTEDESTE
52341,52341,ACIDENTE,VERANÓPOLIS,RS,NA,0,2014-09-21 19:30:00,SUL
52532,52532,ACIDENTE,PINHÃO,PR,NA,0,2014-09-21 19:00:00,SUL
52611,52611,INCIDENTE,SALVADOR,BA,SBSV,0,2014-09-21 18:23:00,NORTEDESTE
52613,52613,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,0,2014-09-21 13:43:00,SUL
52342,52342,ACIDENTE,BAURU,SP,SBBU,0,2014-09-22 17:00:00,SUDESTE
52552,52552,INCIDENTE GRAVE,PORTO SEGURO,BA,SBPS,1,2014-09-22 16:19:00,NORTEDESTE
52533,52533,ACIDENTE,SINOP,MT,NA,0,2014-09-23 18:30:00,CENTRO
52553,52553,INCIDENTE GRAVE,SENADOR JOSÉ PORFÍRIO,PA,SDWV,0,2014-09-23 20:30:00,NORTE
52614,52614,INCIDENTE,UBERABA,MG,SBUR,0,2014-09-24 13:00:00,SUDESTE
52693,52693,INCIDENTE GRAVE,BARRA DO RIBEIRO,RS,NA,0,2014-09-24 16:00:00,SUL
52596,52596,ACIDENTE,CONFINS,MG,SBCF,0,2014-09-25 23:58:00,SUDESTE
52615,52615,INCIDENTE,BRASÍLIA,DF,NA,0,2014-09-25 19:35:00,CENTRO
52617,52617,INCIDENTE,TERESINA,PI,SBTE,0,2014-09-27 19:30:00,NORTEDESTE
52618,52618,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,0,2014-09-27 12:57:00,SUDESTE
52536,52536,ACIDENTE,RIO DE JANEIRO,RJ,NA,0,2014-09-28 17:30:00,SUDESTE
52537,52537,ACIDENTE,ITAQUI,RS,NA,0,2014-09-29 19:30:00,SUL
52554,52554,INCIDENTE GRAVE,VÁRZEA GRANDE,MT,SBCY,0,2014-09-30 11:15:00,CENTRO
52620,52620,INCIDENTE,SANTARÉM,PA,SBSN,0,2014-09-30 11:47:00,NORTE
52621,52621,INCIDENTE,SÃO PAULO,SP,SBSP,0,2014-09-30 11:00:00,SUDESTE
52538,52538,ACIDENTE,BOQUIRA,BA,SNBO,1,2014-10-01 14:30:00,NORTEDESTE
52622,52622,INCIDENTE,ARAGUAÍNA,TO,SWGN,0,2014-10-03 11:00:00,NORTE
52623,52623,INCIDENTE,RIO BRANCO,AC,SBRB,0,2014-10-03 18:58:00,NORTE
52714,52714,INCIDENTE,RIBEIRÃO PRETO,SP,NA,0,2014-10-03 20:00:00,SUDESTE
52715,52715,INCIDENTE,BRASÍLIA,DF,SBBR,0,2014-10-04 18:10:00,CENTRO
52632,52632,ACIDENTE,SENA MADUREIRA,AC,NA,0,2014-10-05 12:00:00,NORTE
52716,52716,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2014-10-05 11:47:00,SUDESTE
52624,52624,INCIDENTE,CAMPINAS,SP,SBKP,0,2014-10-06 13:18:00,SUDESTE
52717,52717,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2014-10-06 16:00:00,SUDESTE
52718,52718,INCIDENTE,SALVADOR,BA,SBSV,0,2014-10-07 14:40:00,NORTEDESTE
52719,52719,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2014-10-07 21:40:00,SUL
52633,52633,ACIDENTE,MARAU,RS,NA,0,2014-10-08 12:00:00,SUL
52720,52720,INCIDENTE,SÃO PAULO,SP,NA,0,2014-10-08 16:00:00,SUDESTE
52634,52634,ACIDENTE,PARAGUAÇU PAULISTA,SP,NA,1,2014-10-09 11:40:00,SUDESTE
52699,52699,INCIDENTE,BRASÍLIA,DF,SBBR,5,2014-10-09 20:10:00,CENTRO
52721,52721,INCIDENTE,CRUZEIRO DO SUL,AC,SBCZ,0,2014-10-09 14:40:00,NORTE
52722,52722,INCIDENTE,SANTARÉM,PA,SBSN,0,2014-10-09 14:38:00,NORTE
52635,52635,ACIDENTE,JUATUBA,MG,NA,1,2014-10-10 18:00:00,SUDESTE
52723,52723,INCIDENTE,SÃO PAULO,SP,NA,0,2014-10-10 10:00:00,SUDESTE
52636,52636,ACIDENTE,TATUÍ,SP,SDTF,2,2014-10-11 16:18:00,SUDESTE
52724,52724,INCIDENTE,CAMPINAS,SP,NA,0,2014-10-14 14:30:00,SUDESTE
52725,52725,INCIDENTE,CARAUARI,AM,SWCA,0,2014-10-14 19:20:00,NORTE
52637,52637,ACIDENTE,BOITUVA,SP,SDOI,0,2014-10-16 20:30:00,SUDESTE
52726,52726,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,0,2014-10-16 22:10:00,SUDESTE
52638,52638,ACIDENTE,JUATUBA,MG,NA,0,2014-10-17 20:30:00,SUDESTE
52727,52727,INCIDENTE,SANTARÉM,PA,SBSN,0,2014-10-17 10:27:00,NORTE
52639,52639,ACIDENTE,MANOEL URBANO,AC,SSPX,0,2014-10-19 20:05:00,NORTE
52728,52728,INCIDENTE,SÃO LUÍS,MA,SBSL,0,2014-10-20 20:33:00,NORTEDESTE
52640,52640,ACIDENTE,CAMPO GRANDE,MS,SBCG,2,2014-10-22 14:01:00,CENTRO
52672,52672,ACIDENTE,ELDORADO DO SUL,RS,SIXE,0,2014-10-22 13:20:00,SUL
52694,52694,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,1,2014-10-23 16:00:00,SUDESTE
52691,52691,INCIDENTE GRAVE,SANTANA DO PARAÍSO,MG,NA,0,2014-10-24 15:35:00,SUDESTE
52729,52729,INCIDENTE,MARABÁ,PA,SBMA,0,2014-10-24 12:13:00,NORTE
52651,52651,ACIDENTE,RORAINÓPOLIS,RR,NA,1,2014-10-26 17:30:00,NORTE
52695,52695,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,0,2014-10-26 17:45:00,SUDESTE
52652,52652,ACIDENTE,CAMPINA GRANDE DO SUL,PR,NA,0,2014-10-27 16:30:00,SUL
52730,52730,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2014-10-27 12:47:00,SUL
52653,52653,INCIDENTE GRAVE,MANAUS,AM,SWFN,0,2014-10-28 14:45:00,NORTE
52696,52696,INCIDENTE GRAVE,ATIBAIA,SP,SDTB,0,2014-10-28 18:20:00,SUDESTE
52731,52731,INCIDENTE,CUIABÁ,MT,NA,0,2014-10-31 23:30:00,CENTRO
52654,52654,ACIDENTE,IGARASSU,PE,SIFC,0,2014-11-01 13:50:00,NORTEDESTE
52751,52751,INCIDENTE,GUARULHOS,SP,SBGR,0,2014-11-01 22:50:00,SUDESTE
52752,52752,INCIDENTE,SÃO PAULO,SP,SBMT,0,2014-11-02 11:30:00,SUDESTE
52753,52753,INCIDENTE,MARINGÁ,PR,NA,0,2014-11-02 20:00:00,SUL
52697,52697,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,NA,0,2014-11-03 17:40:00,SUDESTE
52933,52933,INCIDENTE,MARINGÁ,PR,NA,0,2014-11-03 17:28:00,SUL
52754,52754,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,0,2014-11-04 03:18:00,SUDESTE
52700,52700,INCIDENTE,UBERLÂNDIA,MG,SBUL,0,2014-11-07 17:30:00,SUDESTE
52673,52673,ACIDENTE,TERESINA,PI,NA,0,2014-11-08 20:50:00,NORTEDESTE
52755,52755,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2014-11-08 15:31:00,SUL
52692,52692,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,0,2014-11-09 17:00:00,SUL
52815,52815,ACIDENTE,MACARANI,BA,NA,0,2014-11-10 16:23:00,NORTEDESTE
52956,52956,INCIDENTE,GUARULHOS,SP,SBGR,0,2014-11-11 15:00:00,SUDESTE
52757,52757,INCIDENTE,SÃO PAULO,SP,SBMT,0,2014-11-12 13:19:00,SUDESTE
52968,52968,INCIDENTE,SANTARÉM,PA,SBSN,0,2014-11-12 16:30:00,NORTE
52758,52758,INCIDENTE,ARAPONGAS,PR,NA,0,2014-11-13 16:20:00,SUL
52759,52759,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,0,2014-11-13 14:20:00,NORTEDESTE
52950,52950,INCIDENTE,CORNÉLIO PROCÓPIO,PR,SSCP,0,2014-11-14 11:30:00,SUL
52698,52698,INCIDENTE GRAVE,CORREIA PINTO,SC,SBLJ,0,2014-11-15 17:10:00,SUL
52671,52671,ACIDENTE,CIDADE GAÚCHA,PR,NA,3,2014-11-17 17:58:00,SUL
52713,52713,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2014-11-18 18:30:00,SUDESTE
52760,52760,INCIDENTE,LONDRINA,PR,SBLO,0,2014-11-18 22:30:00,SUL
52675,52675,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,0,2014-11-19 11:25:00,SUDESTE
52761,52761,INCIDENTE,CONFINS,MG,SBCF,0,2014-11-19 20:40:00,SUDESTE
52762,52762,INCIDENTE,BELÉM,PA,SBBE,0,2014-11-19 20:20:00,NORTE
52763,52763,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2014-11-20 12:46:00,SUDESTE
53437,53437,ACIDENTE,SANTA ISABEL DO IVAÍ,PR,NA,0,2014-11-21 10:05:00,SUL
52847,52847,INCIDENTE,MANAUS,AM,NA,0,2014-11-24 11:05:00,NORTE
52848,52848,INCIDENTE,SALVADOR,BA,NA,0,2014-11-25 20:50:00,NORTEDESTE
52846,52846,INCIDENTE,MACAÉ,RJ,SBME,0,2014-11-27 11:20:00,SUDESTE
52849,52849,INCIDENTE,RIO DE JANEIRO,RJ,NA,0,2014-11-27 03:00:00,SUDESTE
52850,52850,INCIDENTE,PORTO ALEGRE,RS,NA,0,2014-11-27 04:43:00,SUL
52793,52793,ACIDENTE,BELO HORIZONTE,MG,SBPR,0,2014-11-29 13:06:00,SUDESTE
52676,52676,ACIDENTE,TUCUMÃ,PA,NA,0,2014-11-30 16:14:00,NORTE
52779,52779,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,0,2014-11-30 16:40:00,SUDESTE
52812,52812,ACIDENTE,SÃO MATEUS,ES,SNMX,0,2014-11-30 19:18:00,SUDESTE
52851,52851,INCIDENTE,ARACAJU,SE,SBAR,0,2014-12-01 20:35:00,NORTEDESTE
52816,52816,INCIDENTE GRAVE,LINS,SP,NA,1,2014-12-02 15:40:00,SUDESTE
52852,52852,INCIDENTE,CAMPINAS,SP,SDAM,0,2014-12-02 16:20:00,SUDESTE
52764,52764,INCIDENTE,TERESINA,PI,SBTE,0,2014-12-03 10:00:00,NORTEDESTE
52817,52817,ACIDENTE,VERÍSSIMO,MG,NA,0,2014-12-03 12:53:00,SUDESTE
52853,52853,INCIDENTE,MACAÉ,RJ,SBME,0,2014-12-03 12:55:00,SUDESTE
52818,52818,ACIDENTE,FLORESTA,PE,NA,0,2014-12-05 14:30:00,NORTEDESTE
52819,52819,ACIDENTE,CAMPO GRANDE,MS,NA,1,2014-12-06 10:21:00,CENTRO
52831,52831,ACIDENTE,TERRA BOA,PR,NA,0,2014-12-07 16:00:00,SUL
52840,52840,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,0,2014-12-07 14:54:00,SUDESTE
52841,52841,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,0,2014-12-08 18:08:00,SUDESTE
52854,52854,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2014-12-08 17:00:00,SUDESTE
52843,52843,INCIDENTE GRAVE,SORRISO,MT,SSAC,0,2014-12-11 14:00:00,CENTRO
52844,52844,INCIDENTE,GUARULHOS,SP,SBGR,0,2014-12-11 23:30:00,SUDESTE
52832,52832,ACIDENTE,BURITAMA,SP,NA,0,2014-12-14 23:40:00,SUDESTE
52845,52845,INCIDENTE,BARCARENA,PA,NA,0,2014-12-15 16:15:00,NORTE
52855,52855,INCIDENTE,SÃO GABRIEL DA CACHOEIRA,AM,SBUA,0,2014-12-15 14:16:00,NORTE
53010,53010,INCIDENTE,ITAJUBÁ,MG,SNHH,0,2014-12-15 13:30:00,SUDESTE
52833,52833,ACIDENTE,ATIBAIA,SP,SDTB,0,2014-12-16 17:30:00,SUDESTE
52857,52857,INCIDENTE,SÃO PAULO,SP,SBSP,0,2014-12-16 16:45:00,SUDESTE
52834,52834,ACIDENTE,MACAÉ,RJ,NA,0,2014-12-17 18:45:00,SUDESTE
52835,52835,ACIDENTE,NAZÁRIO,GO,NA,0,2014-12-17 12:10:00,CENTRO
52836,52836,ACIDENTE,ALEGRETE,RS,NA,0,2014-12-18 19:00:00,SUL
52837,52837,ACIDENTE,SÃO BORJA,RS,NA,1,2014-12-18 21:30:00,SUL
52838,52838,ACIDENTE,ÁGUA BOA,MT,NA,1,2014-12-19 16:16:00,CENTRO
52813,52813,ACIDENTE,ATIBAIA,SP,SDTB,0,2014-12-20 21:00:00,SUDESTE
52856,52856,INCIDENTE,MANAUS,AM,SBEG,0,2014-12-20 18:20:00,NORTE
52952,52952,INCIDENTE,LONDRINA,PR,SBLO,0,2014-12-20 11:27:00,SUL
52839,52839,ACIDENTE,ALEGRETE,RS,NA,0,2014-12-23 20:00:00,SUL
52872,52872,ACIDENTE,UBERABA,MG,SNHE,0,2014-12-23 17:00:00,SUDESTE
52875,52875,INCIDENTE,PONTA GROSSA,PR,NA,0,2014-12-23 12:35:00,SUL
52951,52951,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2014-12-23 18:20:00,SUL
52953,52953,INCIDENTE,PORTO ALEGRE,RS,SBPA,0,2014-12-23 17:47:00,SUL
52858,52858,INCIDENTE,BRASÍLIA,DF,NA,0,2014-12-26 18:00:00,CENTRO
52871,52871,INCIDENTE,REDENÇÃO,PA,SNDC,0,2014-12-26 11:23:00,NORTE
52948,52948,INCIDENTE GRAVE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,0,2014-12-26 13:50:00,SUDESTE
52873,52873,ACIDENTE,BERTIOGA,SP,NA,0,2014-12-27 13:15:00,SUDESTE
52874,52874,ACIDENTE,PRIMAVERA DO LESTE,MT,NA,1,2014-12-29 10:00:00,CENTRO
52954,52954,INCIDENTE,RIBEIRÃO PRETO,SP,NA,0,2014-12-29 14:40:00,SUDESTE
52945,52945,ACIDENTE,AQUIDAUANA,MS,NA,0,2014-12-30 20:00:00,CENTRO
52946,52946,ACIDENTE,ARROIO GRANDE,RS,NA,4,2014-12-30 08:50:00,SUL
52947,52947,ACIDENTE,BELO HORIZONTE,MG,NA,0,2014-12-30 17:40:00,SUDESTE
52955,52955,INCIDENTE,LONDRINA,PR,NA,0,2014-12-30 19:54:00,SUL
52959,52959,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,0,2014-12-30 12:45:00,SUDESTE
52992,52992,INCIDENTE GRAVE,SALVADOR,BA,SBSV,3,2015-01-01 11:40:00,NORTEDESTE
52979,52979,ACIDENTE,IVINHEMA,MS,NA,0,2015-01-02 14:50:00,CENTRO
53073,53073,INCIDENTE,TEFÉ,AM,SBTF,0,2015-01-02 16:28:00,NORTE
53074,53074,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2015-01-02 20:34:00,SUDESTE
52976,52976,ACIDENTE,TOLEDO,PR,SBTD,6,2015-01-04 22:04:00,SUL
53075,53075,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2015-01-05 10:19:00,SUDESTE
53076,53076,INCIDENTE,BRAGANÇA PAULISTA,SP,NA,0,2015-01-06 11:30:00,SUDESTE
53077,53077,INCIDENTE,MANAUS,AM,SBEG,0,2015-01-06 15:50:00,NORTE
52975,52975,ACIDENTE,BRASNORTE,MT,NA,0,2015-01-08 20:30:00,CENTRO
53072,53072,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2015-01-08 21:13:00,SUDESTE
52994,52994,INCIDENTE,SÃO PAULO,SP,SBMT,0,2015-01-09 23:25:00,SUDESTE
52980,52980,ACIDENTE,SANTA MÔNICA,PR,NA,2,2015-01-10 22:00:00,SUL
52981,52981,ACIDENTE,LUZIÂNIA,GO,NA,0,2015-01-10 21:04:00,CENTRO
53078,53078,INCIDENTE,BELÉM,PA,SBBE,0,2015-01-10 16:00:00,NORTE
53064,53064,INCIDENTE,BAURU,SP,SBBU,0,2015-01-11 22:05:00,SUDESTE
53122,53122,INCIDENTE,BRASÍLIA,DF,SBBR,0,2015-01-11 00:07:00,CENTRO
53063,53063,INCIDENTE,LONDRINA,PR,SBLO,0,2015-01-12 09:15:00,SUL
52978,52978,ACIDENTE,BAIXA GRANDE DO RIBEIRO,PI,NA,1,2015-01-14 10:50:00,NORTEDESTE
53070,53070,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,0,2015-01-15 21:00:00,SUL
53071,53071,INCIDENTE,BELO HORIZONTE,MG,SBBH,0,2015-01-15 18:52:00,SUDESTE
53061,53061,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2015-01-17 18:40:00,SUDESTE
53062,53062,INCIDENTE,JUNDIAÍ,SP,SBJD,0,2015-01-17 17:05:00,SUDESTE
